Date,Datacenter,Location 2nd Level ID,Location 3rd Level Name,Location 3rdLevel ID,POD,IMS Account Type,Hardware Status,Hardware Status Group,Hardware Type,Chassis Size,Hardware Count,Occupied U
4/27/2025,DAL10,1,rack,1,DAL10 - 1,Customer,Active,Active,Server,1,1,1
4/27/2025,DAL10,1,rack,1,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,1,DAL10 - 1,Internal,Active,Active,Server,1,26,26
4/27/2025,DAL10,1,rack,1,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,1,DAL10 - 1,Test,Active,Active,Server,1,1,1
4/27/2025,DAL10,1,rack,1,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL12,1,rack,1,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,1,DAL12 - 1,Internal,Active,Active,Server,1,31,31
4/27/2025,DAL12,1,rack,1,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,1,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Internal,Active,Active,Server,1,10,10
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,4,4
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Test,Active,Active,Server,1,1,1
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,11,11
4/27/2025,DAL13,1,rack,1,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,2,2
4/27/2025,DAL14,1,rack,1,0,Unknown,Reserved,Sellable Inventory,Switch,1,2,2
4/27/2025,DAL10,1,rack,2,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,2,DAL10 - 1,Internal,Active,Active,Server,1,24,24
4/27/2025,DAL10,1,rack,2,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,2,DAL10 - 1,Unknown,Liquidate_Prep,Other,Server,1,5,5
4/27/2025,DAL12,1,rack,2,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,2,DAL12 - 1,Internal,Active,Active,Server,1,36,36
4/27/2025,DAL12,1,rack,2,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,2,DAL12 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL12,1,rack,2,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Unknown,Liquidation,Other,Server,1,2,2
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,6,6
4/27/2025,DAL13,1,rack,2,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,4,4
4/27/2025,DAL14,1,rack,2,0,Unknown,Reserved,Sellable Inventory,Switch,1,2,2
4/27/2025,DAL10,1,rack,3,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,3,DAL10 - 1,Internal,Active,Active,Server,1,23,23
4/27/2025,DAL10,1,rack,3,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,3,DAL10 - 1,Unknown,Liquidate_Prep,Other,Server,1,2,2
4/27/2025,DAL10,1,rack,3,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,3,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,3,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,3,DAL12 - 1,Internal,Active,Active,Server,1,29,29
4/27/2025,DAL12,1,rack,3,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,3,DAL12 - 1,Unknown,Quarantine,Unknown,Server,1,2,2
4/27/2025,DAL12,1,rack,3,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,3,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,3,DAL13 - 1,Internal,Active,Active,Server,1,15,15
4/27/2025,DAL13,1,rack,3,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,3,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,3,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,9,9
4/27/2025,DAL13,1,rack,3,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,5,5
4/27/2025,DAL10,1,rack,4,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,4,DAL10 - 1,Internal,Active,Active,Server,1,25,25
4/27/2025,DAL10,1,rack,4,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,4,DAL10 - 1,Unknown,Liquidate_Prep,Other,Server,1,2,2
4/27/2025,DAL10,1,rack,4,DAL10 - 1,Unknown,Liquidation,Other,Server,1,2,2
4/27/2025,DAL10,1,rack,4,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,4,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,4,DAL12 - 1,Internal,Active,Active,Server,1,23,23
4/27/2025,DAL12,1,rack,4,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,4,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,4,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,4,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,4,DAL13 - 1,Internal,Active,Active,Server,1,6,6
4/27/2025,DAL13,1,rack,4,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,4,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,4,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,11,11
4/27/2025,DAL13,1,rack,4,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,4,4
4/27/2025,DAL14,1,rack,4,0,Internal,Active,Active,Switch,1,7,7
4/27/2025,DAL14,1,rack,4,0,Test,Active,Active,Server,2,4,8
4/27/2025,DAL10,1,rack,5,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,5,DAL10 - 1,Internal,Active,Active,Server,1,16,16
4/27/2025,DAL10,1,rack,5,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,5,DAL10 - 1,Unknown,Liquidate_Prep,Other,Server,1,4,4
4/27/2025,DAL10,1,rack,5,DAL10 - 1,Unknown,Liquidation,Other,Server,1,3,3
4/27/2025,DAL12,1,rack,5,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,5,DAL12 - 1,Internal,Active,Active,Server,1,30,30
4/27/2025,DAL12,1,rack,5,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,5,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,5,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,8,8
4/27/2025,DAL13,1,rack,5,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,2,2
4/27/2025,DAL14,1,rack,5,0,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL14,1,rack,5,0,Internal,Active,Active,Load Balancer,2,1,2
4/27/2025,DAL14,1,rack,5,0,Internal,Active,Active,Router,13,2,26
4/27/2025,DAL14,1,rack,5,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL14,1,rack,5,0,Internal,Active,Active,Switch,2,1,2
4/27/2025,DAL14,1,rack,5,0,Internal,Reserved,Sellable Inventory,Load Balancer,2,1,2
4/27/2025,DAL14,1,rack,5,0,Test,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,6,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,6,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,6,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL14,1,rack,6,0,Internal,Active,Active,Load Balancer,2,1,2
4/27/2025,DAL14,1,rack,6,0,Internal,Active,Active,Router,13,2,26
4/27/2025,DAL14,1,rack,6,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,6,0,Internal,Active,Active,Switch,2,1,2
4/27/2025,DAL14,1,rack,6,0,Internal,Reserved,Sellable Inventory,Load Balancer,2,1,2
4/27/2025,DAL14,1,rack,6,0,Test,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,7,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,7,DAL10 - 1,Internal,Active,Active,Server,1,19,19
4/27/2025,DAL10,1,rack,7,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,7,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,7,DAL10 - 1,Unknown,Liquidate_Prep,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,7,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Internal,Active,Active,Server,1,23,23
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Unknown,Liquidation,Other,Server,1,5,5
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,7,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,7,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,7,DAL13 - 1,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,7,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,7,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,7,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,7,7
4/27/2025,DAL13,1,rack,7,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,3,3
4/27/2025,DAL14,1,rack,7,0,Internal,Active,Active,Switch,1,7,7
4/27/2025,DAL14,1,rack,7,0,Test,Active,Active,Server,2,21,42
4/27/2025,DAL10,1,rack,8,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,8,DAL10 - 1,Internal,Active,Active,Server,1,13,13
4/27/2025,DAL10,1,rack,8,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,8,DAL10 - 1,Unknown,Liquidate_Prep,Other,Server,1,3,3
4/27/2025,DAL10,1,rack,8,DAL10 - 1,Unknown,Liquidation,Other,Server,1,9,9
4/27/2025,DAL10,1,rack,8,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL12,1,rack,8,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,8,DAL12 - 1,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL12,1,rack,8,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,8,DAL12 - 1,Unknown,Liquidation,Other,Server,1,26,26
4/27/2025,DAL12,1,rack,8,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,4,4
4/27/2025,DAL12,1,rack,8,DAL12 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,8,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,8,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,8,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,8,DAL13 - 1,Unknown,Liquidation,Other,Server,1,2,2
4/27/2025,DAL13,1,rack,8,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,8,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,2,2
4/27/2025,DAL14,1,rack,8,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,8,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL14,1,rack,8,0,Test,Active,Active,Server,2,22,44
4/27/2025,DAL10,1,rack,9,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,9,DAL10 - 1,Internal,Active,Active,Server,1,20,20
4/27/2025,DAL10,1,rack,9,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,9,DAL10 - 1,Unknown,Liquidation,Other,Server,1,2,2
4/27/2025,DAL10,1,rack,9,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,3,3
4/27/2025,DAL12,1,rack,9,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,9,DAL12 - 1,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL12,1,rack,9,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,9,DAL12 - 1,Unknown,Liquidation,Other,Server,1,22,22
4/27/2025,DAL12,1,rack,9,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Internal,Active,Active,Server,1,1,1
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Internal,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Unknown,Liquidation,Other,Server,1,3,3
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,9,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL14,1,rack,9,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,9,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL14,1,rack,9,0,Test,Active,Active,Server,2,21,42
4/27/2025,DAL10,1,rack,10,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,10,DAL10 - 1,Internal,Active,Active,Server,1,17,17
4/27/2025,DAL10,1,rack,10,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,10,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL12,1,rack,10,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,10,DAL12 - 1,Internal,Active,Active,Server,1,24,24
4/27/2025,DAL12,1,rack,10,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,10,DAL12 - 1,Unknown,Liquidation,Other,Server,1,8,8
4/27/2025,DAL12,1,rack,10,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,10,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,10,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,10,DAL13 - 1,Internal,Active,Active,Server,1,11,11
4/27/2025,DAL13,1,rack,10,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,10,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,10,DAL13 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL13,1,rack,10,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL14,1,rack,10,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,10,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL14,1,rack,10,0,Test,Active,Active,Server,2,21,42
4/27/2025,DAL10,1,rack,100,DAL10 - 1,Customer,Active,Active,Server,1,6,6
4/27/2025,DAL10,1,rack,100,DAL10 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,100,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,100,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,100,DAL10 - 1,Unknown,Reclaim,Sellable Inventory,Server,2,1,2
4/27/2025,DAL12,1,rack,100,0,Internal,Active,Active,Storage Shelf,2,8,16
4/27/2025,DAL12,1,rack,100,0,Internal,Active,Active,Storage Shelf,8,4,32
4/27/2025,DAL12,1,rack,100,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL13,1,rack,100,0,Internal,Active,Active,Server,1,6,6
4/27/2025,DAL13,1,rack,100,0,Internal,Active,Active,Server,4,9,36
4/27/2025,DAL14,1,rack,100,0,Customer,Active,Active,Server,2,22,44
4/27/2025,DAL14,1,rack,100,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,100,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL10,1,rack,101,DAL10 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,101,DAL10 - 1,Customer,Active,Active,Server,2,4,8
4/27/2025,DAL10,1,rack,101,DAL10 - 1,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL10,1,rack,101,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,101,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,101,DAL10 - 1,Test,Active,Active,Server,2,1,2
4/27/2025,DAL12,1,rack,101,0,Internal,Active,Active,Storage Shelf,2,4,8
4/27/2025,DAL12,1,rack,101,0,Internal,Active,Active,Storage Shelf,8,2,16
4/27/2025,DAL12,1,rack,101,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL13,1,rack,101,0,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,101,0,Internal,Active,Active,Server,4,9,36
4/27/2025,DAL13,1,rack,101,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL14,1,rack,101,0,Customer,Active,Active,Server,2,21,42
4/27/2025,DAL14,1,rack,101,0,Internal,Active,Active,Switch,1,7,7
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Customer,Active,Active,Server,2,6,12
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Customer,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Unknown,Quarantine,Unknown,Server,2,1,2
4/27/2025,DAL10,1,rack,102,DAL10 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,102,0,Internal,Active,Active,Storage Shelf,2,8,16
4/27/2025,DAL12,1,rack,102,0,Internal,Active,Active,Storage Shelf,8,2,16
4/27/2025,DAL12,1,rack,102,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,1,rack,102,0,Unknown,Spare,Non-Sellable Inventory,Switch,1,1,1
4/27/2025,DAL13,1,rack,102,0,Internal,Active,Active,Server,4,9,36
4/27/2025,DAL13,1,rack,102,0,Internal,Active,Active,Switch,1,3,3
4/27/2025,DAL14,1,rack,102,0,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL14,1,rack,102,0,Internal,Active,Active,Load Balancer,2,1,2
4/27/2025,DAL14,1,rack,102,0,Internal,Active,Active,Router,1,1,1
4/27/2025,DAL14,1,rack,102,0,Internal,Active,Active,Router,13,2,26
4/27/2025,DAL14,1,rack,102,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL14,1,rack,102,0,Internal,Active,Active,Switch,2,1,2
4/27/2025,DAL14,1,rack,102,0,Test,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,103,DAL10 - 1,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,1,rack,103,DAL10 - 1,Customer,Active,Active,Server,2,4,8
4/27/2025,DAL10,1,rack,103,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,103,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,103,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,103,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,103,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,1,rack,103,0,Unknown,Spare,Non-Sellable Inventory,Switch,1,1,1
4/27/2025,DAL13,1,rack,103,0,Internal,Active,Active,Load Balancer,2,1,2
4/27/2025,DAL13,1,rack,103,0,Internal,Active,Active,Server,2,2,4
4/27/2025,DAL13,1,rack,103,0,Internal,Active,Active,Server,4,9,36
4/27/2025,DAL13,1,rack,103,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL14,1,rack,103,0,Internal,Active,Active,Load Balancer,2,1,2
4/27/2025,DAL14,1,rack,103,0,Internal,Active,Active,Router,1,1,1
4/27/2025,DAL14,1,rack,103,0,Internal,Active,Active,Router,13,2,26
4/27/2025,DAL14,1,rack,103,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,103,0,Internal,Active,Active,Switch,2,1,2
4/27/2025,DAL14,1,rack,103,0,Test,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Customer,Active,Active,Server,1,4,4
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Internal,Active,Active,Server,1,1,1
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Test,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,104,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,2,4
4/27/2025,DAL12,1,rack,104,0,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL13,1,rack,104,0,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL13,1,rack,104,0,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,104,0,Internal,Active,Active,Server,2,3,6
4/27/2025,DAL13,1,rack,104,0,Internal,Active,Active,Server,4,7,28
4/27/2025,DAL13,1,rack,104,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL13,1,rack,104,0,Unknown,Active,Active,Server,4,1,4
4/27/2025,DAL14,1,rack,104,0,Customer,Active,Active,Server,2,10,20
4/27/2025,DAL14,1,rack,104,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL14,1,rack,104,0,Internal,Active,Active,Switch,2,2,4
4/27/2025,DAL10,1,rack,105,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,105,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL13,1,rack,105,0,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL13,1,rack,105,0,Internal,Active,Active,Server,2,2,4
4/27/2025,DAL13,1,rack,105,0,Internal,Active,Active,Server,4,8,32
4/27/2025,DAL13,1,rack,105,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,106,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,106,0,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,106,0,Internal,Active,Active,Server,2,2,4
4/27/2025,DAL13,1,rack,106,0,Internal,Active,Active,Server,4,8,32
