Date,Datacenter,Location 2nd Level ID,Location 3rd Level Name,Location 3rdLevel ID,POD,IMS Account Type,Hardware Status,Hardware Status Group,Hardware Type,Chassis Size,Hardware Count,Occupied U
4/27/2025,DAL13,1,rack,240,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Customer,Active,Active,Server,1,4,4
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Test,Active,Active,Server,1,3,3
4/27/2025,DAL12,1,rack,241,DAL12 - 1,Test,Active,Active,Server,2,2,4
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Customer,Active,Active,Server,1,7,7
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Test,Active,Active,Server,2,1,2
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,242,DAL12 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Internal,Active,Active,Server,1,12,12
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL10,1,rack,243,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL12,1,rack,243,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,243,DAL12 - 1,Internal,Active,Active,Server,1,11,11
4/27/2025,DAL12,1,rack,243,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,243,DAL12 - 1,Internal,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL12,1,rack,243,DAL12 - 1,Unknown,Liquidation,Other,Server,1,17,17
4/27/2025,DAL12,1,rack,243,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,243,0,Internal,Active,Active,Storage Shelf,2,2,4
4/27/2025,DAL13,1,rack,243,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Customer,Active,Active,Server,1,1,1
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Internal,Active,Active,Server,1,16,16
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Internal,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,244,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,8,8
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Internal,Active,Active,Server,1,15,15
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Internal,Deploy,Active,Server,1,1,1
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Internal,Reclaim,Sellable Inventory,Server,1,9,9
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Unknown,Liquidation,Other,Server,1,13,13
4/27/2025,DAL12,1,rack,244,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,244,0,Internal,Active,Active,Storage Shelf,2,2,4
4/27/2025,DAL13,1,rack,244,0,Internal,Active,Active,Storage Shelf,4,2,8
4/27/2025,DAL13,1,rack,244,0,Internal,Active,Active,Switch,1,2,2
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Customer,Active,Active,Server,2,4,8
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Internal,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Unknown,Missing_Parts,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,245,DAL10 - 1,Unknown,Quarantine,Unknown,Server,8,1,8
4/27/2025,DAL12,1,rack,245,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,245,DAL12 - 1,Internal,Active,Active,Server,1,14,14
4/27/2025,DAL12,1,rack,245,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,245,DAL12 - 1,Unknown,Liquidation,Other,Server,1,20,20
4/27/2025,DAL12,1,rack,245,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Customer,Active,Active,Server,2,4,8
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Internal,Active,Active,Server,1,16,16
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Test,Active,Active,Server,2,2,4
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,245,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Internal,Active,Active,Server,1,8,8
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Unknown,Active,Active,Server,1,1,1
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,246,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,246,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,246,DAL12 - 1,Internal,Active,Active,Server,1,11,11
4/27/2025,DAL12,1,rack,246,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,246,DAL12 - 1,Unknown,Liquidation,Other,Server,1,18,18
4/27/2025,DAL12,1,rack,246,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,6,6
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Customer,Active,Active,Server,1,1,1
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Internal,Active,Active,Server,1,14,14
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Test,Active,Active,Server,2,2,4
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,246,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,2,5,10
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Internal,Active,Active,Server,1,9,9
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,2,2
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL10,1,rack,247,DAL10 - 1,Unknown,Quarantine,Unknown,Server,8,1,8
4/27/2025,DAL12,1,rack,247,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,247,DAL12 - 1,Internal,Active,Active,Server,1,10,10
4/27/2025,DAL12,1,rack,247,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,247,DAL12 - 1,Unknown,Liquidation,Other,Server,1,16,16
4/27/2025,DAL12,1,rack,247,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL12,1,rack,247,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Customer,Active,Active,Server,1,1,1
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Customer,Active,Active,Server,2,5,10
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Internal,Active,Active,Server,1,5,5
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Test,Active,Active,Server,1,1,1
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,2,4,8
4/27/2025,DAL13,1,rack,247,DAL13 - 1,Unknown,Spare,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,248,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,248,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Customer,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Internal,Active,Active,Server,1,13,13
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Test,Active,Active,Server,1,2,2
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,2,2,4
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Unknown,Liquidate_Prep,Other,Server,1,2,2
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Unknown,Liquidation,Other,Server,2,2,4
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Unknown,Missing_Parts,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,248,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Customer,Active,Active,Server,1,6,6
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Customer,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,249,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL12,1,rack,249,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,249,DAL12 - 1,Internal,Active,Active,Server,1,12,12
4/27/2025,DAL12,1,rack,249,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,249,DAL12 - 1,Unknown,Liquidation,Other,Server,1,13,13
4/27/2025,DAL12,1,rack,249,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Customer,Active,Active,Server,1,5,5
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Internal,Active,Active,Server,1,7,7
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,249,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Customer,Active,Active,Server,2,2,4
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Internal,Active,Active,Server,1,1,1
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Test,Active,Active,Server,2,1,2
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,25,DAL10 - 1,Unknown,Reserved,Sellable Inventory,Server,4,1,4
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Customer,Active,Active,Server,1,12,12
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Test,Active,Active,Server,1,1,1
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Unknown,Inventory,Sellable Inventory,Server,1,3,3
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Unknown,Quarantine,Unknown,Server,2,1,2
4/27/2025,DAL12,1,rack,25,DAL12 - 1,Unknown,Reserved,Sellable Inventory,Server,2,2,4
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Customer,Active,Active,Server,1,8,8
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Customer,Reclaim,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Internal,Active,Active,Server,1,16,16
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Unknown,Liquidate_Prep,Other,Server,1,2,2
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Unknown,Liquidation,Other,Server,2,1,2
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,25,DAL13 - 2,Unknown,Spare,Non-Sellable Inventory,Server,4,1,4
4/27/2025,DAL14,1,rack,25,0,Internal,Active,Active,Console,1,1,1
4/27/2025,DAL14,1,rack,25,0,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL14,1,rack,25,0,Internal,Active,Active,Switch,1,1,1
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Customer,Active,Active,Server,1,8,8
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Customer,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Internal,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL10,1,rack,250,DAL10 - 1,Unknown,Reserved,Sellable Inventory,Server,2,1,2
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Internal,Active,Active,Server,1,12,12
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Internal,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Unknown,Liquidation,Other,Server,1,16,16
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,3,3
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,250,DAL12 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,250,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Customer,Active,Active,Server,1,5,5
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Customer,Active,Active,Server,2,3,6
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,251,DAL10 - 1,Unknown,Spare,Non-Sellable Inventory,Server,2,1,2
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Internal,Active,Active,Server,1,6,6
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Internal,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Unknown,Liquidation,Other,Server,1,16,16
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL12,1,rack,251,DAL12 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,251,DAL13 - 1,Customer,Active,Active,Server,2,6,12
4/27/2025,DAL13,1,rack,251,DAL13 - 1,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL13,1,rack,251,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,251,DAL13 - 1,Internal,Active,Active,Server,1,14,14
4/27/2025,DAL13,1,rack,251,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Customer,Active,Active,Server,1,6,6
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Internal,Active,Active,Server,1,4,4
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,2,2,4
4/27/2025,DAL10,1,rack,252,DAL10 - 1,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL12,1,rack,252,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,252,DAL12 - 1,Internal,Active,Active,Server,1,22,22
4/27/2025,DAL12,1,rack,252,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,252,DAL12 - 1,Internal,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL12,1,rack,252,DAL12 - 1,Unknown,Liquidation,Other,Server,1,6,6
4/27/2025,DAL12,1,rack,252,DAL12 - 1,Unknown,Reserved,Sellable Inventory,Server,1,3,3
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Customer,Active,Active,Server,2,5,10
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Customer,Active,Active,Server,4,1,4
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Internal,Active,Active,Server,1,7,7
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Test,Active,Active,Server,2,1,2
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Unknown,Liquidation,Other,Server,1,1,1
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL13,1,rack,252,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Internal,Active,Active,Server,1,2,2
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Unknown,Inventory,Sellable Inventory,Server,1,2,2
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Unknown,Quarantine,Unknown,Server,1,1,1
4/27/2025,DAL10,1,rack,253,DAL10 - 1,Unknown,Quarantine,Unknown,Server,8,1,8
4/27/2025,DAL12,1,rack,253,DAL12 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL12,1,rack,253,DAL12 - 1,Internal,Active,Active,Server,1,7,7
4/27/2025,DAL12,1,rack,253,DAL12 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL12,1,rack,253,DAL12 - 1,Unknown,Liquidation,Other,Server,1,21,21
4/27/2025,DAL12,1,rack,253,DAL12 - 1,Unknown,Reclaim,Sellable Inventory,Server,1,2,2
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Customer,Active,Active,Server,1,3,3
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Customer,Active,Active,Server,4,3,12
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Internal,Active,Active,Server,1,8,8
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Internal,Active,Active,Switch,1,4,4
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Unknown,Inventory,Sellable Inventory,Server,2,1,2
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Unknown,Liquidation,Other,Storage Enclosure,2,1,2
4/27/2025,DAL13,1,rack,253,DAL13 - 1,Unknown,Reserved,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,254,DAL10 - 1,Customer,Active,Active,Server,1,4,4
4/27/2025,DAL10,1,rack,254,DAL10 - 1,Customer,Active,Active,Server,2,1,2
4/27/2025,DAL10,1,rack,254,DAL10 - 1,Customer,Reclaim,Sellable Inventory,Server,1,1,1
4/27/2025,DAL10,1,rack,254,DAL10 - 1,Customer,Reclaim,Sellable Inventory,Server,2,1,2
4/27/2025,DAL10,1,rack,254,DAL10 - 1,Internal,Active,Active,IPMI Management Switch,1,1,1
4/27/2025,DAL10,1,rack,254,DAL10 - 1,Internal,Active,Active,Server,1,9,9
